1.20451299281985E+00,1.21854114657106E+00
1.29842128400073E+00,1.22988883352463E+00
1.40104146998801E+00,1.24202477565976E+00
1.60093365979765E+00,1.26561037199150E+00
1.80057202192503E+00,1.28871650694630E+00
2.00037773583050E+00,1.31147294024095E+00
2.19815619887420E+00,1.33339367661328E+00
2.40049150732992E+00,1.35568468684690E+00
2.59559556276717E+00,1.37670627621993E+00
2.80190410134727E+00,1.39834554680237E+00
3.00109961214950E+00,1.41876296160457E+00
3.20093000211306E+00,1.43883321025790E+00
3.39948358501665E+00,1.45828539850282E+00
3.59798648060800E+00,1.47754513791355E+00
3.80086542365691E+00,1.49635947878785E+00
4.00113515909845E+00,1.51479234645445E+00
4.20345382470482E+00,1.53307434125414E+00
4.58924010887538E+00,1.56635677907031E+00
4.99474514400380E+00,1.60025667055914E+00
5.50239906446648E+00,1.64024028662144E+00
6.21237034999749E+00,1.69267933236628E+00
7.02602453224162E+00,1.74804201689254E+00
8.04069060712819E+00,1.81139244980409E+00
9.04915351529212E+00,1.86853529880368E+00
1.00600586068318E+01,1.92092545776701E+00
1.10771606874898E+01,1.96961726756053E+00
1.20883463860207E+01,2.01446273356229E+00
1.30957647801372E+01,2.05605500962915E+00
1.40992881232200E+01,2.09474955259906E+00
1.50938395424625E+01,2.13079603672913E+00
1.60888497936888E+01,2.16497211100873E+00
1.70789869037675E+01,2.19772069008174E+00
1.80681627237235E+01,2.22882806528238E+00
1.90562796392436E+01,2.25895977081034E+00
2.00428205549609E+01,2.28849822877860E+00
2.11333309439042E+01,2.32048695587052E+00
2.27238001294888E+01,2.36689617555239E+00
2.43154808513706E+01,2.41421450966059E+00
2.59358011631505E+01,2.46359777727123E+00
2.75647392644059E+01,2.51595487893974E+00
2.91860255897989E+01,2.57197966427934E+00
3.10060409896951E+01,2.63963037577478E+00
3.31225667289225E+01,2.72587591996053E+00
3.61291668986337E+01,2.86432865576271E+00
3.91350236316598E+01,3.02228967559173E+00
4.21214563534917E+01,3.19758114851353E+00
4.51224733723812E+01,3.39148084942459E+00
4.81118751932819E+01,3.60097496144183E+00
5.01163658250447E+01,3.74948114436905E+00
5.51141982000459E+01,4.14527300375557E+00
6.01128175120354E+01,4.57217755941881E+00
6.51098242958313E+01,5.02557129823672E+00
7.01093362240581E+01,5.50161080822655E+00
7.51074759040742E+01,5.99681172508417E+00
8.01061024444175E+01,6.50752350188305E+00
8.51034765741127E+01,7.03115151457379E+00
9.01005739710168E+01,7.56468871801312E+00
9.50977045305192E+01,8.10592693854838E+00
1.00100878636352E+02,8.65280623034998E+00
1.10088187700577E+02,9.75353118754424E+00
1.20090798937255E+02,1.08596167898581E+01
1.30085021575009E+02,1.19621796829496E+01
1.40082057989914E+02,1.30582848658145E+01
1.50076938847460E+02,1.41460191946382E+01
1.60078119477250E+02,1.52256568653669E+01
1.70080048367412E+02,1.62968189284022E+01
1.80080960570650E+02,1.73598411677487E+01
1.90074971950821E+02,1.84152986526630E+01
2.00084848260597E+02,1.94660803605847E+01
2.10093659752763E+02,2.05118435582119E+01
2.20091929921945E+02,2.15520146703054E+01
2.30091813117926E+02,2.25890866378613E+01
2.40102667984480E+02,2.36246665674389E+01
2.50094081080491E+02,2.46562523445033E+01
2.60098590109445E+02,2.56883491456273E+01
2.70097129743812E+02,2.67186939391994E+01
2.80100973857327E+02,2.77505589604957E+01
2.90107170054676E+02,2.87818452855468E+01
3.00121049778144E+02,2.98153791621019E+01
3.10136204520793E+02,3.08501557354628E+01
3.15146295456764E+02,3.13683886961553E+01
3.20149551817814E+02,3.18862558352514E+01
3.26145090261028E+02,3.25076886661103E+01
3.30150172125493E+02,3.29231700206382E+01
