1.20030360657119E+00,1.35242971690267E+00
1.29950437128677E+00,1.36751571473490E+00
1.40140534734448E+00,1.38267924762459E+00
1.60046786088403E+00,1.41289510760281E+00
1.80023880797254E+00,1.44246463700066E+00
2.00652773673318E+00,1.47251193819606E+00
2.20022007543373E+00,1.50033702329487E+00
2.40118653014711E+00,1.52864099347022E+00
2.60153130889374E+00,1.55646091316200E+00
2.80394670121275E+00,1.58428104762015E+00
3.00070543459970E+00,1.61053235833917E+00
3.19865200563797E+00,1.63658002177444E+00
3.39923410352766E+00,1.66241360926419E+00
3.60007388668904E+00,1.68757811321920E+00
3.80239178692456E+00,1.71274239836618E+00
3.99826615735491E+00,1.73628781309065E+00
4.21641378848896E+00,1.76237341478610E+00
4.60221228215392E+00,1.80695780559454E+00
5.01019175213647E+00,1.85210001495708E+00
5.55852473797935E+00,1.91002457106941E+00
6.27742651723251E+00,1.98120084030288E+00
7.09702458152906E+00,2.05662319126831E+00
8.12747830521596E+00,2.14409267116335E+00
9.15737863325251E+00,2.22402826424060E+00
1.01893551991861E+01,2.29782410132784E+00
1.12139192823857E+01,2.36541649886372E+00
1.22232610107794E+01,2.42739590786027E+00
1.32249990528517E+01,2.48489803052321E+00
1.42159661264181E+01,2.53832620961808E+00
1.51982910551031E+01,2.58819197554558E+00
1.61764953276062E+01,2.63522666183630E+00
1.71454530269440E+01,2.67949983568575E+00
1.81162419985767E+01,2.72196421894114E+00
1.90858312060118E+01,2.76265307208300E+00
2.00577930295557E+01,2.80186553362201E+00
2.11334777796574E+01,2.84380255852560E+00
2.27164894607697E+01,2.90359221978790E+00
2.43092405624967E+01,2.96208578841198E+00
2.58967630052106E+01,3.01960939520542E+00
2.74937078017714E+01,3.07739669106392E+00
2.90940266973502E+01,3.13593120823623E+00
3.09020893236957E+01,3.20424217467569E+00
3.29977402605225E+01,3.28681839422959E+00
3.59969314662353E+01,3.41349946258836E+00
3.89943781760631E+01,3.55201814801162E+00
4.19964961394432E+01,3.70406231572214E+00
4.49941932550189E+01,3.87012215760468E+00
4.79995523435510E+01,4.05072014692142E+00
4.99937693310418E+01,4.17874505101144E+00
5.50036671378493E+01,4.52643743646228E+00
6.00006805967016E+01,4.90881708855466E+00
6.50020222776719E+01,5.32378026996505E+00
7.00035347229180E+01,5.76665132858746E+00
7.50023020356056E+01,6.23364416829205E+00
7.99982760051085E+01,6.72022010477955E+00
8.49962331183711E+01,7.22342141571381E+00
8.99948650711461E+01,7.73954750341242E+00
9.49900204956453E+01,8.26532382143346E+00
9.99893145466368E+01,8.79858041098593E+00
1.09998121995208E+02,9.87920503516047E+00
1.19987818124957E+02,1.09663075028898E+01
1.29988011376693E+02,1.20545356595236E+01
1.39993321279076E+02,1.31389018277046E+01
1.49993575147247E+02,1.42165755208514E+01
1.59992635953429E+02,1.52861602063847E+01
1.69992544113873E+02,1.63483220992397E+01
1.79993252361724E+02,1.74032584810839E+01
1.89995699148508E+02,1.84519578034306E+01
1.99997674115388E+02,1.94949547372145E+01
2.09997202154661E+02,2.05330149282748E+01
2.19990076579727E+02,2.15661834979949E+01
2.29998022936621E+02,2.25979803590206E+01
2.40005157891515E+02,2.36273045016519E+01
2.50002260054064E+02,2.46539225538456E+01
2.59991577594675E+02,2.56787022965942E+01
2.70007803445164E+02,2.67055190197979E+01
2.80015349161708E+02,2.77316363242363E+01
2.90007027764666E+02,2.87565879349156E+01
3.00027038385009E+02,2.97855460727832E+01
3.10029507722615E+02,3.08137739767889E+01
3.15038271368262E+02,3.13297294708814E+01
3.20042018006863E+02,3.18448501950384E+01
3.26031590428086E+02,3.24626129027074E+01
3.30023434307389E+02,3.28743424394158E+01
