6.58E+04,4.62E-02
5.79E+04,4.95E-02
5.13E+04,5.29E-02
4.52E+04,5.71E-02
3.89E+04,6.31E-02
3.13E+04,7.35E-02
2.68E+04,8.28E-02
2.27E+04,9.52E-02
1.90E+04,1.12E-01
1.65E+04,1.28E-01
1.45E+04,1.46E-01
1.32E+04,1.62E-01
1.19E+04,1.82E-01
1.08E+04,2.04E-01
9.81E+03,2.30E-01
8.92E+03,2.60E-01
8.25E+03,2.91E-01
7.88E+03,3.10E-01
7.55E+03,3.30E-01
7.05E+03,3.68E-01
6.52E+03,4.18E-01
6.06E+03,4.76E-01
5.68E+03,5.35E-01
5.32E+03,6.11E-01
5.03E+03,6.86E-01
4.78E+03,7.66E-01
4.56E+03,8.55E-01
4.37E+03,9.50E-01
4.17E+03,1.07E+00
4.07E+03,1.15E+00
4.00E+03,1.20E+00
3.89E+03,1.30E+00
3.80E+03,1.40E+00
3.65E+03,1.60E+00
3.52E+03,1.80E+00
3.43E+03,2.00E+00
3.34E+03,2.20E+00
3.27E+03,2.40E+00
3.21E+03,2.60E+00
3.16E+03,2.80E+00
3.11E+03,3.00E+00
3.07E+03,3.20E+00
3.03E+03,3.40E+00
3.00E+03,3.60E+00
2.97E+03,3.80E+00
2.94E+03,4.00E+00
2.91E+03,4.20E+00
2.86E+03,4.65E+00
2.82E+03,5.05E+00
2.78E+03,5.55E+00
2.73E+03,6.26E+00
2.68E+03,7.07E+00
2.64E+03,8.08E+00
2.60E+03,9.09E+00
2.56E+03,1.01E+01
2.53E+03,1.11E+01
2.51E+03,1.21E+01
2.49E+03,1.32E+01
2.47E+03,1.42E+01
2.45E+03,1.52E+01
2.43E+03,1.61E+01
2.42E+03,1.71E+01
2.40E+03,1.81E+01
2.39E+03,1.91E+01
2.38E+03,2.01E+01
2.36E+03,2.12E+01
2.35E+03,2.27E+01
2.33E+03,2.44E+01
2.32E+03,2.60E+01
2.31E+03,2.77E+01
2.29E+03,2.93E+01
2.28E+03,3.12E+01
2.27E+03,3.33E+01
2.25E+03,3.63E+01
2.24E+03,3.93E+01
2.22E+03,4.23E+01
2.21E+03,4.53E+01
