1.369388E+00,1.398893E+00
1.415333E+00,1.406240E+00
1.602264E+00,1.435839E+00
1.800028E+00,1.466609E+00
2.210192E+00,1.529117E+00
2.615285E+00,1.588938E+00
3.023363E+00,1.647017E+00
3.400507E+00,1.698686E+00
3.806307E+00,1.752225E+00
4.226438E+00,1.805523E+00
4.808071E+00,1.875730E+00
5.315712E+00,1.933860E+00
5.904722E+00,1.997767E+00
6.801722E+00,2.088511E+00
7.398907E+00,2.144920E+00
8.013923E+00,2.200028E+00
9.016844E+00,2.283955E+00
1.003173E+01,2.362265E+00
1.204338E+01,2.501220E+00
1.400771E+01,2.619774E+00
1.602706E+01,2.727812E+00
1.804922E+01,2.825085E+00
2.002006E+01,2.911772E+00
2.201720E+01,2.993579E+00
2.402258E+01,3.071585E+00
2.606950E+01,3.148591E+00
2.908395E+01,3.260786E+00
3.025745E+01,3.305216E+00
3.502720E+01,3.494659E+00
4.005775E+01,3.720304E+00
5.005186E+01,4.276892E+00
6.014158E+01,4.993848E+00
7.014728E+01,5.839082E+00
8.033717E+01,6.803341E+00
9.008145E+01,7.791368E+00
1.000553E+02,8.843430E+00
1.250615E+02,1.155023E+01
1.501078E+02,1.425671E+01
1.778203E+02,1.719971E+01
2.001276E+02,1.953165E+01
2.251875E+02,2.212431E+01
2.501436E+02,2.468873E+01
2.730234E+02,2.703376E+01
2.733937E+02,2.707164E+01
3.000361E+02,2.980402E+01
